Expression,Unknown,Mean_C,SD_C,N,Min,Max
raw milk,0,4.7,0.6749485577105528,10,3,5
raw recruit,4,3,1.4907119849998598,10,1,5
raw sewage,1,3.5,1.5811388300841898,10,1,5
raw sienna,6,3.7,1.2516655570345725,10,2,5
raw talent,0,2,1.632993161855452,10,1,5
raw throat,4,2.4,1.577621275493231,10,1,5
raw vegetable,1,4.818181818181818,0.6030226891555273,11,3,5
raw wood,2,4.470588235294118,0.7998161553463028,17,3,5
raw wool,0,4.5,1.0801234497346435,10,2,5
raw wound,2,3.9,0.5676462121975467,10,3,5
ray ban,1,4.4,0.9660917830792959,10,3,5
ray flower,5,3.909090909090909,1.1361818036340359,11,2,5
ray gun,1,3.9,1.1972189997378648,10,2,5
ray of light,0,3.8,1.2292725943057183,10,2,5
raze to the ground,2,2.5,1.4337208778404378,10,1,5
razor blade,0,4.8,0.4216370213557839,10,4,5
razor clam,1,3.6363636363636362,1.689540012709215,11,1,5
razor edge,1,3.7,1.70293863659264,10,1,5
razor fish,1,3.6363636363636362,1.5666989036012806,11,1,5
razor knife,0,4.6,0.699205898780101,10,3,5
razor strop,2,3.1818181818181817,1.5374122295716148,11,1,5
razor wire,0,4.833333333333333,0.3892494720807615,12,4,5
razor-sharp,0,3.6842105263157894,1.1081832770072813,19,1,5
reach a conclusion,0,1.5,0.97182531580755,10,1,4
reach a decision,2,2.3636363636363638,1.5015143870590966,11,1,5
reach agreement,0,2.8,1.1352924243950935,10,1,4
reach conform,4,2,0.9428090415820634,10,1,3
reach down,0,3.1,1.8529256146249728,10,1,5
reach first base,0,2.8181818181818183,1.6011359603844901,11,1,5
reach for,1,3.2,1.4757295747452437,10,1,5
reach for the moon,0,2.1,1.449137674618944,10,1,5
reach for the stars,0,1.9090909090909092,1.2210278829367867,11,1,5
reach into,0,3.4,1.0749676997731399,10,2,5
reach one's nostrils,1,2.5454545454545454,1.3684762594679065,11,1,5
reach out,0,2.7,1.1595018087284057,10,1,5
reach out for,0,2.1818181818181817,1.1677484162422844,11,1,4
reach out to,0,1.7692307692307692,1.0127393670836666,13,1,4
reach saturation point,1,3.090909090909091,1.6403990645294488,11,1,5
reach the boiling point,0,3.5,1.7159383568311668,10,1,5
reach-around,0,3.4166666666666665,1.378954368902449,12,1,5
reached the breaking point,0,2,1.4907119849998598,10,1,5
reacquired stock,1,2.9166666666666665,1.378954368902449,12,1,5
react against,1,1.7,0.8232726023485646,10,1,3
reaction save,2,2.1,1.3703203194062976,10,1,4
reaction time,0,2.9,1.2096106376585989,20,1,5
reactive intermediate,7,2.1,0.9944289260117533,10,1,4
read and write,2,4.454545454545454,0.9341987329938275,11,2,5
read back,0,3.1,1.286683937707919,10,1,5
read between the lines,0,2,1.4832396974191326,11,1,5
read for,0,3.090909090909091,1.5782614139961386,11,1,5
read head,6,2.7,1.4181364924121764,10,1,5
read in,0,2.8,1.4757295747452437,10,1,5
read into,0,2,1.0540925533894598,10,1,4
read lips,0,3.727272727272727,1.1037127426019047,11,1,5
read memory,1,3,1.4142135623730951,10,1,5
read method,8,2.4,1.6465452046971292,10,1,5
read my lips,0,2.4,1.2649110640673518,10,1,5
read off,2,2.3,1.4181364924121764,10,1,5
read on,1,3,1.4142135623730951,10,1,5
read out,0,3.7,1.3374935098492586,10,1,5
read over,1,2.8,1.2292725943057183,10,1,5
read someone like a book,0,1.7,1.2516655570345725,10,1,4
read someone the riot act,2,2.1,1.3703203194062976,10,1,5
read someone's lips,0,2.9,1.3703203194062976,10,1,5
read someone's mind,0,2.5,1.1785113019775793,10,1,5
read the handwriting on the wall,1,2.2,1.398411797560202,10,1,5
read the riot act,2,2.6,1.429840705968481,10,1,5
read the writing on the wall,0,2,1.0540925533894598,10,1,4
read them and weep,0,1.7,1.0593499054713802,10,1,4
read through,0,3.090909090909091,1.1361818036340359,11,1,5
read too much into something,0,1.8,1.0327955589886444,10,1,4
read up,0,2.875,0.9574271077563381,16,1,5
read up about,0,1.7272727272727273,0.9045340337332909,11,1,3
read up on,0,2.3529411764705883,1.4975470138942315,17,1,5
read you,2,2.5454545454545454,1.2135597524338357,11,1,4
read your plate,1,3.2,1.2292725943057183,10,1,5
read-only file,0,3,1.4142135623730951,10,1,5
read-only memory,2,3,1.4907119849998598,10,1,5
reader's digest,0,3.8,1.5491933384829668,10,1,5
reading age,0,2.1,0.9944289260117533,10,1,4
reading assignment,1,4.2,1.1352924243950935,10,2,5
reading clinic,0,3.5,1.4337208778404378,10,1,5
reading copy,1,3.3,1.4181364924121764,10,1,5
reading desk,0,4.4,0.8432740427115678,10,3,5
reading glasses,0,4.5,0.8498365855987975,10,3,5
reading group,0,3.230769230769231,1.2351684199496948,13,1,5
reading knowledge,2,2.4,1.505545305418162,10,1,5
reading lamp,1,4.5,1.2692955176439846,10,1,5
reading list,0,4.181818181818182,1.0787197799411874,11,2,5
reading material,0,3.909090909090909,1.1361818036340359,11,1,5
reading program,0,3.3636363636363638,1.2060453783110545,11,1,5
reading rate,0,3.1,1.5238839267549948,10,1,5
reading room,0,4.4,0.5163977794943222,10,4,5
reading speed,0,3.8,1.2292725943057183,10,1,5
reading stand,2,4.7,0.6749485577105528,10,3,5
reading teacher,0,4.1,0.7378647873726218,10,3,5
reading week,0,2.8,1.5491933384829668,10,1,5
readme file,2,2.8,1.6865480854231356,10,1,5
ready and waiting,0,2.272727272727273,1.348399724926484,11,1,5
ready cash,2,3.1,1.7919573407620817,10,1,5
ready for,0,2.5,1.4337208778404378,10,1,5
ready meal,0,3.7,1.4181364924121764,10,1,5
ready money,7,2.8666666666666667,1.3557637102737474,15,1,5
ready reckoner,7,2.1,1.5951314818673865,10,1,5
ready room,5,3.1,1.5951314818673865,10,1,5
ready to drop,0,2.4166666666666665,1.2401124093721456,12,1,5
ready to go,1,3,1.247219128924647,10,1,5
ready to hand,0,2.727272727272727,1.348399724926484,11,1,5
ready up,2,2.9,1.3703203194062976,10,1,5
ready-made,1,2.4,1.3498971154211057,10,1,5
"ready, set, go",0,2.1,1.5951314818673865,10,1,5
"ready, steady, go",0,2.9,1.449137674618944,10,1,5
real ale,0,2.8181818181818183,1.4709304414677002,11,1,5
real analysis,2,2.4,1.1737877907772674,10,1,4
real deal,0,1.4,0.699205898780101,10,1,3
real estate,0,3.909090909090909,1.1361818036340359,11,2,5
real estate agency,0,3.4,1.776388345929897,10,1,5
real estate agent,1,4.2,1.3165611772087666,10,2,5
real estate broker,1,4.3,0.8232726023485646,10,3,5
real estate development,1,3.9,1.3703203194062976,10,1,5
real estate loan,0,3.272727272727273,1.1037127426019047,11,1,5
real good,0,1.9,1.449137674618944,10,1,5
real impact,0,2.5,1.35400640077266,10,1,5
real issue,0,1.9,0.9944289260117533,10,1,4
real life,0,2.75,1.6583123951777,12,1,5
real matrix,1,2.727272727272727,1.555050423035156,11,1,5
Real McCoy,1,2.1,1.5951314818673865,10,1,5
real name,0,3.3636363636363638,1.2862913567871994,11,1,5
real number,0,3.6315789473684212,1.6059101370939324,19,1,5
real number system,1,2.6,1.577621275493231,10,1,5
real presence,0,2,1.3333333333333333,10,1,5
real problem,0,2.1818181818181817,1.0787197799411874,11,1,4
real property,0,3.7,1.4181364924121764,10,1,5
real question,0,1.5,1.0801234497346435,10,1,4
real reason,0,3,1.247219128924647,10,1,5
real stuff,0,2.5,1.509230856356236,10,1,5
real superhero,1,2.7,1.1595018087284057,10,1,5
real tennis,1,4.2727272727272725,1.1037127426019047,11,2,5
real thing,0,2.9,1.66332999331662,10,1,5
real time,0,2.1,1.286683937707919,10,1,4
real world,1,2.2,1.4757295747452437,10,1,5
real-estate business,0,2.9,1.728840330651992,10,1,5
real-time,0,3,1.4832396974191326,11,1,5
real-time authorization,2,2.9375,1.691892431568863,16,1,5
real-time operation,1,2.6,1.429840705968481,10,1,5
real-time processing,0,2.7,1.5670212364724212,10,1,5
real-time strategy,0,2.4,1.3498971154211057,10,1,5
reality check,0,2.272727272727273,1.618079669911781,11,1,5
reality principle,3,1.7,0.8232726023485646,10,1,3
reality TV,0,3.7,1.4181364924121764,10,1,5
realize a deal,0,2.1,1.286683937707919,10,1,5
realize your potential,0,1.9,1.3703203194062976,10,1,5
really deaf,0,2.7,1.2516655570345725,10,1,4
ream out,2,2.5,1.2692955176439846,10,1,4
reap rewards,1,1.7,0.6749485577105528,10,1,3
reap the harvest,1,3.1818181818181817,1.662418829187267,11,1,5
reap what one sows,0,1,0,10,1,1
reap what you sow,1,1.6363636363636365,0.674199862463242,11,1,3
reaping hook,2,4.5,0.97182531580755,10,2,5
rear admiral,4,4,1.632993161855452,10,1,5
rear end,0,4.4,0.699205898780101,10,3,5
rear fender,0,3.9,1.449137674618944,10,1,5
rear guard,3,3.0833333333333335,1.5642792899510294,12,1,5
rear its ugly head,1,1.8,1.4757295747452437,10,1,5
rear lamp,1,3.8,1.4757295747452437,10,1,5
rear light,0,4.4,1.0749676997731399,10,2,5
rear of barrel,2,3.4,1.577621275493231,10,1,5
rear of tube,2,3.6363636363636362,0.9244162777371754,11,2,5
rear on,7,2.1,0.9944289260117533,10,1,4
rear spoiler,2,3.6,1.429840705968481,10,1,5
rear up,1,2.923076923076923,1.4411533842457842,13,1,5
rear view mirror,0,4.9,0.31622776601683794,10,4,5
rear window,0,4,1.0540925533894598,10,2,5
rear window defroster,0,4.5,0.7071067811865476,10,3,5
rear windscreen,1,4,1.4907119849998598,10,1,5
rear-end,0,3.9,1.449137674618944,10,1,5
rear-view mirror,0,4.4,1.2649110640673518,10,1,5
rear-wheel drive,1,4.066666666666666,0.9611501047232549,15,2,5
rearrange the deck chairs on the titanic,4,3.5,1.6499158227686108,10,1,5
rearview mirror,0,4.909090909090909,0.30151134457776363,11,4,5
reason out,2,1.7,1.0593499054713802,10,1,4
reason with,0,2.3636363636363638,1.2862913567871994,11,1,5
reasonable care,0,2.4,1.0749676997731399,10,1,4
reasonable doubt,0,2,1.3333333333333333,10,1,5
reasonable person,0,4.3,1.1595018087284057,10,2,5
reasoning backward,1,2.1,1.5951314818673865,10,1,5
rebel group,0,3.8,1.398411797560202,10,1,5
rebound relationship,0,3,1.0540925533894598,10,1,5
rec room,0,4.1,1.286683937707919,10,2,5
reccommend to,0,2.3,1.4944341180973264,10,1,5
receding hairline,1,4.454545454545454,1.2135597524338357,11,1,5
receive a call,0,2.9,1.3703203194062976,10,1,5
receive answer,1,2.764705882352941,1.251469724199605,17,1,5
receive assistance,0,2.909090909090909,1.300349603340998,11,1,4
receive attention,0,3,1.0540925533894598,10,1,4
receive orders,0,2.8,1.3165611772087666,10,1,5
receive word,1,2.3,1.4181364924121764,10,1,5
received pronunciation,0,1.6,0.8432740427115678,10,1,3
receiving blanket,2,3.6,1.3498971154211057,10,1,5
receiving line,0,3,1.4907119849998598,10,1,5
receiving set,3,3.090909090909091,1.044465935734187,11,2,5
receiving system,1,3.2,1.3165611772087666,10,1,5
recent epoch,2,2.2,1.398411797560202,10,1,5
recent memory,0,1.8,1.0327955589886444,10,1,4
reception area,0,4.454545454545454,1.2933395813657265,11,1,5
reception center,0,4.7,0.48304589153964794,10,4,5
reception class,3,3.9,1.286683937707919,10,2,5
reception desk,0,4.4375,0.7274384280931732,16,3,5
reception line,0,3.9166666666666665,0.9962049198956219,12,2,5
reception room,0,4.6,0.5163977794943222,10,4,5
recessive allele,3,3,1.699673171197595,10,1,5
recessive gene,0,4.2,1.1352924243950935,10,2,5
recharge one's batteries,0,2,1.0540925533894598,10,1,4
recipe for disaster,1,2.2,1.1352924243950935,10,1,4
recipient role,1,3.090909090909091,1.4459976109624424,11,1,5
reciprocal cross,5,2.7,1.4944341180973264,10,1,5
reciprocal link,5,3.3,1.1595018087284057,10,2,5
reciprocal pronoun,5,2.4,1.3498971154211057,10,1,5
reciprocal verb,4,1.8,0.7888106377466155,10,1,3
reciprocating engine,5,4.2,1.1352924243950935,10,2,5
reciprocating saw,0,4.4,1.0749676997731399,10,2,5
reckless driving,0,3.6,1.505545305418162,10,1,5
reckon on,0,1.8181818181818181,1.4709304414677002,11,1,5
reckon up,5,2,1.247219128924647,10,1,4
reckon with,0,2.3,1.3374935098492586,10,1,4
reckon without,0,2,1.247219128924647,10,1,5
recliner chair,0,4.181818181818182,1.3280197150781925,11,1,5
reclining chair,0,4.4,0.9660917830792959,10,2,5
reclining seat,1,4.909090909090909,0.30151134457776363,11,4,5
recombination energy,7,3,1.4142135623730951,10,1,5
recommend highly,0,2,0.9428090415820634,10,1,4
recommend to,0,2,1.247219128924647,10,1,5
recommended daily allowance,0,2.8,1.4757295747452437,10,1,5
recon mission,0,3.5454545454545454,0.6875516509523286,11,2,4
reconcile to,2,2.6,1.3498971154211057,10,1,5
reconnaissance mission,1,3,1.4142135623730951,10,1,5
reconnaissance plane,1,3.8,1.3165611772087666,10,2,5
reconstruction period,3,2.3636363636363638,0.9244162777371754,11,1,4
reconstructive surgery,1,3.7,1.2516655570345725,10,1,5
record album,0,4.2,1.3165611772087666,10,1,5
record book,0,4.7,0.48304589153964794,10,4,5
record breaker,0,3.2,1.7511900715418263,10,1,5
record chart,1,3.8,1.1352924243950935,10,2,5
record company,0,4,1.0954451150103321,11,2,5
record cover,1,4.181818181818182,1.3280197150781925,11,1,5
record deck,3,4.1,1.1005049346146119,10,2,5
record holder,0,3.8,1.4757295747452437,10,1,5
record hop,8,2.2857142857142856,1.2043875831929896,14,1,5
record jacket,1,3.4,1.6465452046971292,10,1,5
record label,0,3.8,1.1352924243950935,10,2,5
record player,1,4.909090909090909,0.30151134457776363,11,4,5
record shelf,1,4.2,1.1352924243950935,10,2,5
record sleeve,2,4.4,1.3498971154211057,10,1,5
record-breaking,1,2.7,1.1595018087284057,10,1,4
recorded delivery,3,4.1,0.9944289260117533,10,2,5
recorder player,0,4.545454545454546,1.0357254813546264,11,2,5
recording engineer,1,4.090909090909091,0.9438798074485389,11,2,5
recording equipment,1,4.6,0.699205898780101,10,3,5
recording label,0,3.5,1.2692955176439846,10,1,5
recording machine,0,4.8,0.4216370213557839,10,4,5
recording studio,0,4.636363636363637,0.8090398349558905,11,3,5
recording system,0,4.6,0.699205898780101,10,3,5
recovery position,0,3.8,1.6193277068654826,10,1,5
recovery room,0,4.3,0.9486832980505138,10,3,5
recovery vehicle,0,3.1,0.7378647873726218,10,2,4
recreation center,0,3.909090909090909,1.3751033019046572,11,1,5
recreation club,0,4,1,11,2,5
recreation facility,0,3.9166666666666665,1.164500152881315,12,2,5
recreation ground,2,4.153846153846154,1.281025230440697,13,1,5
recreation room,0,4.2,1.0327955589886444,10,2,5
recreational drug,0,3.9166666666666665,1.0836246694508318,12,1,5
recreational facility,0,4.5,0.97182531580755,10,2,5
recreational vehicle,1,4.9,0.31622776601683794,10,4,5
recruitment consultant,0,4.090909090909091,1.4459976109624424,11,1,5
rectal reflex,3,2.7,1.4944341180973264,10,1,5
rectal varicosity,6,3.3636363636363638,1.5666989036012806,11,1,5
rectangular coordinates,1,3.5454545454545454,1.694912172570388,11,1,5
rectangular number,4,2.4,1.577621275493231,10,1,5
rectifying tube,4,4.3,1.2516655570345725,10,1,5
recurrent event,0,2.2,1.2292725943057183,10,1,4
recurrent fever,0,2.1,0.9944289260117533,10,1,4
recurring decimal,0,3.5454545454545454,1.2933395813657265,11,1,5
recurring number,1,4.1,0.9944289260117533,10,3,5
recursive routine,3,2.8,0.9189365834726815,10,1,4
recurve bow,3,4.9,0.31622776601683794,10,4,5
recycle bin,0,4.7272727272727275,0.6466697906828632,11,3,5
recycling bin,0,5,0,10,5,5
recycling plant,0,4.3,1.0593499054713802,10,2,5
recycling symbol,0,4.5,0.7071067811865476,10,3,5
red admiral,6,3,1.4907119849998598,10,1,5
red alert,0,3.2,0.9189365834726815,10,2,5
red ant,0,5,0,11,5,5
red army,1,3.4,1.2649110640673518,10,1,5
red ash,2,4.5,0.7071067811865476,10,3,5
red bean,2,4.333333333333333,0.8876253645985945,12,3,5
red bearberry,4,4.5,0.8498365855987975,10,3,5
red beret,0,4.7,0.48304589153964794,10,4,5
red blood cell,0,4.4,0.9660917830792959,10,3,5
red book,1,3.7,1.5670212364724212,10,1,5
red bordeaux,2,3.7,1.5670212364724212,10,1,5
red box,2,4.454545454545454,1.0357254813546264,11,2,5
red brass,2,3.4,1.3498971154211057,10,1,5
red cabbage,0,5,0,19,5,5
red cap,2,4.1,1.286683937707919,10,1,5
red card,1,4.181818181818182,0.9816498172140428,11,2,5
red carpet,0,3.9,0.8755950357709131,10,3,5
red cedar,3,4.7,0.48304589153964794,10,4,5
red cell,4,4.090909090909091,1.3751033019046572,11,2,5
red cent,8,2.272727272727273,1.618079669911781,11,1,5
red clay,0,4.6,0.8432740427115678,10,3,5
red coral,1,4.9,0.31622776601683794,10,4,5
Red Crescent,4,3.4545454545454546,1.2135597524338357,11,1,5
Red Cross,0,3.1818181818181817,1.5374122295716148,11,1,5
red currant,2,3.7,1.5670212364724212,10,1,5
red curry,1,4.7272727272727275,0.9045340337332909,11,2,5
red deer,0,4.6,0.699205898780101,10,3,5
red delicious,2,3.7,1.4944341180973264,10,1,5
red diaper baby,3,3.6,1.0749676997731399,10,2,5
red dog,0,4,1.1547005383792515,10,2,5
red drum,2,3.9,1.66332999331662,10,1,5
red dwarf,4,3.6,1.505545305418162,10,1,5
red dwarf star,2,4.363636363636363,0.9244162777371754,11,3,5
red envelope,0,3.909090909090909,1.4459976109624424,11,1,5
red face test,3,2.8,1.6193277068654826,10,1,5
red flag,0,2.9,1.5951314818673865,10,1,5
red flag to a bull,0,3.1,1.5238839267549948,10,1,5
red giant,5,4.4,1.0749676997731399,10,2,5
red giant star,0,4.4,0.699205898780101,10,3,5
red ginger,0,4.2,1.2292725943057183,10,2,5
red grouse,8,4.5,1,12,2,5
red hair,0,4.7,0.6749485577105528,10,3,5
red heat,8,2.9473684210526314,1.5802139169719436,19,1,5
red herring,0,3,1.9436506316151,10,1,5
red hot,0,3.090909090909091,1.300349603340998,11,1,5
red huckleberry,2,4.3,1.0593499054713802,10,2,5
red in tooth and claw,6,2.3,1.4181364924121764,10,1,5
red indian,0,3.9,1.5951314818673865,10,1,5
red ink,1,4.2,1.398411797560202,10,1,5
red juniper,1,3.8,1.3165611772087666,10,1,5
red lead,3,2.7,1.5670212364724212,10,1,5
red letter day,11,2.3846153846153846,1.325296290046213,13,1,5
red light,0,4.3,1.3374935098492586,10,1,5
red light district,1,3.4,1.3498971154211057,10,1,5
red line,0,3.1,1.449137674618944,10,1,5
red lion,4,3.1,1.5238839267549948,10,1,5
red lipstick,0,4.8,0.4216370213557839,10,4,5
red marrow,6,3.3636363636363638,1.689540012709215,11,1,5
red meat,0,4.5,0.97182531580755,10,2,5
red mist,5,2.6363636363636362,1.6292775867068985,11,1,5
red morning-glory,2,3.3,1.3374935098492586,10,1,5
red noise,5,3,1.3416407864998738,11,1,5
red nucleus,3,3.4545454545454546,0.9341987329938275,11,2,5
red onion,0,4.4,1.3498971154211057,10,1,5
red packet,0,4.4,0.8432740427115678,10,3,5
red panda,1,4.3,1.4944341180973264,10,1,5
red pepper,1,4.7,0.6749485577105528,10,3,5
red planet,1,3.3,1.636391694484477,10,1,5
red rag to a bull,1,2.3636363636363638,1.3618169680781094,11,1,5
red region,1,1.8,1.6865480854231356,10,1,5
red rider,6,3.5,1.509230856356236,10,1,5
red ring,4,4.4,1.0749676997731399,10,2,5
red scare,5,3.4,1.0749676997731399,10,2,5
red setter,6,3.8181818181818183,1.4709304414677002,11,2,5
red shift,6,3.3,1.4181364924121764,10,1,5
red sky at night,1,3.3,1.70293863659264,10,1,5
"red sky at night shepherd's delight; red sky in the morning, shepherd's warning",3,2.3,1.70293863659264,10,1,5
"red sky at night, sailor's delight",1,2.3,1.70293863659264,10,1,5
red snapper,1,4.5,0.97182531580755,10,2,5
red sprite,3,3.3,1.636391694484477,10,1,5
red spruce,1,4.416666666666667,0.9962049198956219,12,2,5
red square,1,4.2,0.9189365834726815,10,3,5
red squirrel,0,4.3,1.3374935098492586,10,1,5
red state,1,2.3,1.4944341180973264,10,1,5
red tag,1,3.4,1.577621275493231,10,1,5
red tape,0,3.6,1.2649110640673518,10,1,5
red velvet cake,0,4.9,0.31622776601683794,10,4,5
red water,4,4.1,1.1005049346146119,10,2,5
red week,11,1.8333333333333333,0.937436866561092,12,1,4
red wiggler,12,3.5,1.5075567228888183,12,1,5
red wine,0,4.818181818181818,0.6030226891555273,11,3,5
red zone,1,3,1.4142135623730951,10,1,5
red-backed hawk,0,4.8,0.4216370213557839,10,4,5
red-blooded,0,2.4,1.6465452046971292,10,1,5
red-breasted merganser,11,3.857142857142857,1.0994504121565505,14,2,5
red-carpet welcome,0,2,0.816496580927726,10,1,3
red-crested pochard,3,4.3,1.2516655570345725,10,1,5
red-eye,0,3.8,1.6865480854231356,10,1,5
red-eye flight,0,2.9,1.3703203194062976,10,1,5
red-faced,1,3.2,1.398411797560202,10,1,5
red-handed,0,2.4166666666666665,1.5642792899510294,12,1,5
red-hot,0,3.6,1.2649110640673518,10,1,5
red-hot poker,1,3.5454545454545454,1.3684762594679065,11,1,5
red-legged tinamou,4,3.9,1.449137674618944,10,1,5
red-light district,4,3.4,1.3498971154211057,10,1,5
red-skinned onion,0,4.6,0.8432740427115678,10,3,5
red-tailed hawk,1,4.454545454545454,1.2933395813657265,11,1,5
red-throated diver,5,3.6363636363636362,1.2060453783110545,11,2,5
redbrick university,1,4.7,0.6749485577105528,10,3,5
redeem oneself,0,2.272727272727273,1.4206272622267313,11,1,5
redeye flight,2,3.3,1.3374935098492586,10,1,5
redial button,0,4,1.0540925533894598,10,2,5
rediscover fire,0,2,1.4907119849998598,10,1,5
